id,label,texts
1009,0,"Yeah new york city is something you have to experience. There is really nowhere like it, at least in America. I would never want to live in there but it's fun for like two days hahaha"
2372,0,i'm not being annoying
1856,0,"yes it annoys me too, mine's cream so it used to happen all the time when she was a puppy"
3235,1,Got my*
2969,1," I wish I could read a book with you in the park, and steal a kiss every time we turn the page    "
1772,0,unless someone passes out on the pile of kindling
2129,0,liquid filled record...
2758,1,"i'm in science, we like to laugh at arts kids"
3252,1,We’ll u have fun watching the game. I’m meeting the girls for a gym session 🙂 let’s keep in touch though
243,1,😂 it be like dat
153,1,Let’s swap Spotify playlists and make assumptions about eachother
2076,0,it's getting kind of old
900,0,I’m good! I got off work and passed out lol
372,1,The tall shelves at Costco stand no chance
1127,0,Are you still playing violin/doing other music stuff?
1383,0,Third
2090,0,"nice, i'm still waiting on the sequel"
116,0,It’s more of a wish than a reality sadly :(
3229,1,Hi ms nurse
3070,1,"Mmmmm…. my pussy juice is sweet, baby, and there’s so much of it for you."
958,0,I've always wondered what its like to be a woman on tinder
120,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
1935,0,"um thanks, i think the word you're looking for is astute"
88,0,Haha hey Milena
2907,1, i cant resist your charm and wit its so endearing 
2507,0,thank you...?
2839,0,bloodbuzz ohio
1299,1,Can I see proof of your candy crush world ranking
80,0,"Noah sent you a special message.
Update the app to view the message."
1438,0,hahaha freaky shoes?
1930,0,what are you up to this hols?
2510,0,i'm at a friend's house watching jackass 3
3206,1,Then do it.. I want it inside..
1517,0,then i graduate and off i trot to postgrad
201,1,Your kids are gonna be cute one day
3126,1,"Take it, baby. That’s me. I’m in your ass and you feel perfect."
338,1,Hey you dropped this
595,0,UBC is kinda hype tho I’ve been around there a lil bit and it’s always great
3292,1,Really wow? I’m In a car right now with my girls lol
2448,0,i'm alright with memorising but i just like dissection honestly
1483,0,but how does the beer flow through?
939,0,When are you going to bed then? ☺️
2357,0,same i had to get up at 8 tonight
3224,1,done babe.. ;)
2945,1,I would love to read a book together with you and discuss it over a glass of wine.
3359,1,Please throw me up against anything and everything
223,0,A white claw mixed with a monster energy drink really
2504,0,british chick?
674,1,Thank u! U have a very nice smile
1992,0,i did intro micro in first year (big mistake) and nearly everyone in my tute was doing that
1205,0,I'm a professional
1736,0,i feel that moustaches have become overhyped in pop culture
2561,0,"path is just a major, i'm looking to go to med school afterwards. you can't qualify as a pathologist without a medical degree, but i think path leads you into research"
3201,1,I'm giving it everything I have on my tongue... I'm sucking your clit like crazy... Mhmm...
3329,1,Me: I may have to fuck you from behind for a while too
2688,1,it's great much better than drinking the stuff
229,0,He makes me uncomfortable on tik tok
690,0,Your beauty is what did it
2116,1,"um the national, jack white, charli xcx (don't laugh), karen o, jake bugg and all that jazz"
930,0,That's really cool and interesting!
256,0,This ranking is ass
3214,1,Fuck mee sooo hard that I won't be able to walk for dayssss...
2620,1,there's always the ikea cookbook if all else fails
576,0,Hey wassup
1169,1,I keep matching with Sophias. Why do you guys like me so much?
1897,0,cates and doges
2493,0,"punk is good, but it's kind of massively broad. are you any good?"
3507,1,and rub up and down
3383,1,Where it's nice and wet waiting for you
551,0,Kim K and Kylie Jenner status instantly
1742,0,labelling is how we understand the world.
511,0,No no no
3261,1,What you getting belligerent at xs? Lol wish I’d been there to take advantage of you! :p
731,0,🥺👉👈 Simpin is the best way to my heart
3081,1,"Gliding my tongue, flicking your slit."
3509,1,over and over
1914,0,dude you clearly don't know what singularity is...
2110,1,sweet wallpaper
2899,1,Why didn't you watch the game with me last night
1769,0,which is always great fun
2488,0,but those are for cars
2297,0,you're trolling me
3452,1,I want to make your pussy raw and cum in your face. You're such a dirty bitch and you're all mine
3072,1,"If I was, I’d be kissing on your neck."
2951,1,"I would love to spend a day at the beach with you, soaking up the sun and playing in the waves."
3475,1,Could you do one really important thing for me though love?
3049,1,And then pinch my nipples as hard as I can.
320,0,Aw that’s a good one
1394,0,hahaha
3149,1,Sounds nice;)
371,1,Or you can just ride on my shoulders if you prefer
144,1,"Covid has bad eyesight, so as long as you kiss at night you’re safe"
2809,0,is it? i was lobbying for biscuit but i lost
1332,0,Also keep sauce and spaghetti in different pockets
458,0,Many
3021,1,ohhh fuck!
3157,1,So what you doing to yourself? Hard as fuck ;)
1088,0,Natasha hows ur life going -10 to 10 hit me w it
1233,0,Yikes 10 PM you hate to see it
3380,1,I will
1828,0,"i mean, vocab is kind of important."
967,1,"Hey Alexandra, I appreciate the super like :)"
2278,0,haha i'm just weird and i thought i'd point it out
138,0,"I did it before with grape and fruit punch, fruit punch was not the move"
2676,1,http://australianmuseum.net.au/Drop-Bear hey if you're a tourist i suggest you avoid dropbears
2506,0,that's kind of a personal question
2154,0,"laneways have food, duh"
2270,1,"lol a pounder, i've seen someone eat that"
2716,1,"poor thing, it's probably the acid rain"
927,0,Ofc ofc gotta put all the time I waste on tik tok to good use
191,0,Math ehhh any English or papers tho I’m about it
470,0,Wbu
3522,1,Punk
664,1,The biggest shame. I could only imagine what kind of trouble we would get into
1966,0,weimaraner?
3442,1,I just want it to feel good
2055,0,recovering from persa last night
3508,1,"up past it, down over it, then stop right before i pull out"
1333,0,"Socks are safer, but access time is greater. For me, the tradeoff isnt worth it."
2279,0,omg luna park i haven't been in so long
40,1,That’s too nice I could say the same for u 👀
2617,1,well how else do they get them all the way from sweden?
2680,0,"melbourne, science kid"
1316,1,I may be a pussy but it's not going to stop me from messaging you
3038,1,"Thong, baby. Black lace. Sheer and snug."
1735,0,okay
3244,1,Me: Yeah my place is on eastern and flamingo
835,0,It’s my second day here ion know either
284,0,What flavors do u suggest
736,0,I’ll get the lokos you get the skee ball
83,1,Lmaoooo hi Hailey
1786,0,i didn't know people liked getting smashed on wednesdays
500,1,Just a good feeling 😏
1091,1,Damn girl I wish I was your student
3277,1,Me: I’m going to tear you up (lol. Sexual aggressiveness is a HUGE turn on for girls.)
2908,1, your heart is as beautiful as your looks 
2000,0,"well that's not going to end terribly well for you then, is it?"
2874,0,in the interests of full disclosure i cannot catch a frisbee
1182,0,I apologize that my ancestors are not of your preferred nationality
2994,1,I could use a little stress relief from a stunning person like you.
2792,0,kind of but it goes by a different name
3462,1,Who needs sleep when there are so many other fun things to do?
2921,1,your selfassurance is admirable its so sexy 
904,0,I’ve gotten so used to claws from my roommates but Highkey I had a truly that tasted just like a Capri sun
3369,1,sides and fuck me hard and fast
2013,1,including the guy who is into bdsm
3401,1,It really depends on recent masturbation tendencies but idk 5-10 min probably?
2981,1,I'd love to curl up with you and get lost in a good story.
2923,1,your consideration and kindness are a rare find its so attractive 
2364,0,not norwegia
3408,1,Between my legs.
2675,0,"i didn't know melbourne had anything horribly exciting for research, unless it's coffee"
2582,1,*serving suggestion*
366,0,LMAO this is mine don’t make fun of the photo 😂
342,0,What’s your favorite thing about SF?
1092,0,What are you teaching?
2243,0,yeah and the angel hologram
2414,1,🐦🐴
2859,0,did you know there's goat porn on the internet?
315,0,Okay I see you we matched on one!
1358,0,And that fizzled out pretty quick
484,0,Big fax
3519,1,I want you to fill my pussy with your thick cock so bad love. And I'd love to do this all with my pretty purple princess plug in.
2097,0,i've been watching blacklist
2193,0,those sherlock hats look ridiculous
187,0,Hey if u don’t have underlying heavy anxiety are you really living?
3443,1,I'm just gonna lightly wrap my hand around your hair to keep it out of your face and keep a little control over that pretty little mouth
441,0,It’s all good all the aunties love me
3083,1,It’s heaven.
3004,1,I'd love to explore new horizons with you and banish boredom forever.
2424,0,i did first year biol that's it
1472,0,cool
1324,0,Same here. Do you have any idea what your going to do afterwards? Boxes arent free these days
3255,1,"Santa Paula, close to L.A"
1596,0,"i'm doing a pathology major, which is less interesting than it sounds"
150,1,There’s no other eay
65,1,U tryna meet tho? I’m down
2798,1,YES
3376,1,I'm stroking my hard cock thinking about you
577,1,Fwb
1600,0,"psych is the best, i wish i hadn't forgotten quite so much from year 12 tho"
2443,0,we don't have that as a major
2486,0,what are you doing with all that furniture then?
1597,0,"nah, it's mostly theory"
1119,1,"Are you from Iraq, cause I want to see you Baghdad ass up"
1335,0,I would keep your spaghetti safe Oliveia
1146,1,In fact I have never done as much as hug a girl
1941,0,i don't comprehend
3501,1,My back is arched just thinking about that
442,0,Definitely a chatmer
2127,0,have you heard of his liquid record?
3439,1,Oh baby
2623,1,lol so your name sake is a plant?
